S18C1	S18C8959
S18C1	S18C74874
S18C1	S18C25869
S18C1	S18C83580
S18C1	S18C28042
S18C1	S18C48240
S18C1	S18C14819
S18C1	S18C38518
S18C1	S18C65544
S18C1	S18C74069
S18C1	S18C78688
S18C1	S18C27644
S18C1	S18C34799
S18C1	S18C72896
S18C1	S18C43346
S18C1	S18C83473
S18C1	S18C13274
S18C1	S18C64336
S18C1	S18C30065
S18C1	S18C13892
S18C1	S18C15428
S18C1	S18C62920
S18C1	S18C83711
S18C1	S18C17332
S18C1	S18C78831
S18C1	S18C1429
S18C1	S18C36406
S18C1	S18C5352
S18C1	S18C75240
S18C1	S18C18951
S18C1	S18C78270
S18C1	S18C76414
S18C1	S18C33016
S18C1	S18C38444
S18C1	S18C39689
S18C1	S18C17215
S18C1	S18C86176
S18C1	S18C82620
S18C1	S18C29840
S18C1	S18C61935
S18C1	S18C16677
S18C1	S18C1537
S18C1	S18C16634
S18C1	S18C25177
S18C1	S18C19669
S18C1	S18C33816
S18C1	S18C57150
S18C1	S18C82038
S18C1	S18C56851
S18C1	S18C44122
S18C1	S18C15572
S18C1	S18C34603
S18C1	S18C27503
S18C1	S18C29890
S18C1	S18C11939
S18C1	S18C19679
S18C1	S18C22503
S18C1	S18C40780
S18C1	S18C24964
S18C1	S18C26405
S18C1	S18C78998
S18C1	S18C33530
S18C1	S18C83207
S18C1	S18C19123
S18C1	S18C53953
S18C1	S18C50381
S18C1	S18C59701
S18C1	S18C44267
S18C1	S18C63236
S18C1	S18C62660
S18C1	S18C74458
S18C1	S18C14737
S18C1	S18C18390
S18C1	S18C34032
S18C1	S18C75844
S18C1	S18C65972
S18C1	S18C26101
S18C1	S18C6757
S18C1	S18C5162
S18C1	S18C34954
S18C1	S18C1568
S18C1	S18C1927
S18C1	S18C19580
S18C1	S18C76542
S18C1	S18C59075
S18C1	S18C10541
S18C1	S18C83500
S18C1	S18C80243
S18C1	S18C40291
S18C1	S18C32882
S18C1	S18C27637
S18C1	S18C63977
S18C1	S18C63880
S18C1	S18C48430
S18C1	S18C78146
S18C1	S18C34840
S18C1	S18C28637
S18C1	S18C253
S18C1	S18C8900
S18C1	S18C64085
S18C1	S18C33101
S18C1	S18C37806
S18C1	S18C62574
S18C1	S18C48354
S18C1	S18C36284
S18C1	S18C27672
S18C1	S18C27017
S18C1	S18C19121
S18C1	S18C52376
S18C1	S18C76380
S18C1	S18C12453
S18C1	S18C47958
S18C1	S18C80842
S18C1	S18C64489
S18C1	S18C23131
S18C1	S18C62277
S18C1	S18C52461
S18C1	S18C39792
S18C1	S18C66653
S18C1	S18C40197
S18C1	S18C27914
S18C1	S18C9501
S18C1	S18C42482
S18C1	S18C68326
S18C1	S18C58668
S18C1	S18C11223
S18C1	S18C40815
S18C1	S18C9012
S18C1	S18C36625
S18C1	S18C69050
S18C1	S18C12033
S18C1	S18C78444
S18C1	S18C43340
S18C1	S18C16014
S18C1	S18C48747
S18C1	S18C21818
S18C1	S18C4956
S18C1	S18C81452
S18C1	S18C36190
S18C1	S18C38551
S18C1	S18C52704
S18C1	S18C27673
S18C1	S18C30354
S18C1	S18C68377
S18C1	S18C17186
S18C1	S18C78620
S18C1	S18C16491
S18C1	S18C26923
S18C1	S18C80834
S18C1	S18C53446
S18C1	S18C9130
S18C1	S18C42542
S18C1	S18C35319
S18C1	S18C70692
S18C1	S18C79978
S18C1	S18C23270
S18C1	S18C2026
S18C1	S18C36216
S18C1	S18C76399
S18C1	S18C82652
S18C1	S18C35651
S18C1	S18C6877
S18C1	S18C14976
S18C1	S18C39362
S18C1	S18C78278
S18C1	S18C8126
S18C1	S18C63003
S18C1	S18C70788
S18C1	S18C72391
S18C1	S18C30387
S18C1	S18C7101
S18C1	S18C13703
S18C1	S18C15453
S18C1	S18C19199
S18C1	S18C1970
S18C1	S18C32905
S18C1	S18C10102
S18C1	S18C44834
S18C1	S18C39186
S18C1	S18C59444
S18C1	S18C56672
S18C1	S18C1065
S18C1	S18C51201
S18C1	S18C74125
S18C1	S18C57587
S18C1	S18C54331
S18C1	S18C51793
S18C1	S18C2860
S18C1	S18C9634
S18C1	S18C78815
S18C1	S18C47668
S18C1	S18C47140
S18C1	S18C25944
S18C1	S18C57995
S18C1	S18C49159
S18C1	S18C34447
S18C1	S18C33355
S18C1	S18C19956
S18C1	S18C66691
S18C1	S18C17975
S18C1	S18C57216
S18C1	S18C26613
S18C1	S18C45469
S18C1	S18C15901
S18C1	S18C18231
S18C1	S18C60261
S18C1	S18C32640
S18C1	S18C39772
S18C1	S18C82983
S18C1	S18C42968
S18C1	S18C67702
S18C1	S18C77522
S18C1	S18C5222
S18C1	S18C29567
S18C1	S18C11452
S18C1	S18C70716
S18C1	S18C16471
S18C1	S18C76898
S18C1	S18C54303
S18C1	S18C14224
S18C1	S18C53926
S18C1	S18C38014
S18C1	S18C26361
S18C1	S18C58392
S18C1	S18C84436
S18C1	S18C11773
S18C1	S18C66364
S18C1	S18C29314
S18C1	S18C48103
S18C1	S18C38739
S18C1	S18C62592
S18C1	S18C86093
S18C1	S18C57128
S18C1	S18C24337
S18C1	S18C2603
S18C1	S18C34976
S18C1	S18C40700
S18C1	S18C27946
S18C1	S18C35663
S18C1	S18C85712
S18C1	S18C16366
S18C1	S18C33414
S18C1	S18C5474
S18C1	S18C50772
S18C1	S18C74935
S18C1	S18C61288
S18C1	S18C20215
S18C1	S18C14139
S18C1	S18C76372
S18C1	S18C78296
S18C1	S18C28749
S18C1	S18C71612
S18C1	S18C46204
S18C1	S18C20643
S18C1	S18C4934
S18C1	S18C49647
S18C1	S18C33987
S18C1	S18C47271
S18C1	S18C5301
S18C1	S18C59511
S18C1	S18C13436
S18C1	S18C4844
S18C1	S18C66821
S18C1	S18C78756
S18C1	S18C61165
S18C1	S18C1171
S18C1	S18C45839
S18C1	S18C56725
S18C1	S18C50712
S18C1	S18C54476
S18C1	S18C54583
S18C1	S18C77833
S18C1	S18C13394
S18C1	S18C81032
S18C1	S18C66620
S18C1	S18C79880
S18C1	S18C28725
S18C1	S18C38692
S18C1	S18C42248
S18C1	S18C18196
S18C1	S18C44458
S18C1	S18C66814
S18C1	S18C64068
S18C1	S18C4463
S17C2	S17C78934
S18C3	S18C66480
S19C4	S19C565266
S13C5	S13C70981
S13C6	S13C152950
S19C7	S19C230221
S15C8	S15C191162
S17C9	S17C77945
S7C10	S7C107099
S8C11	S8C179156
S7C12	S7C122624
S8C13	S8C34044
S15C14	S15C16240
S14C15	S14C105637
S15C16	S15C5668
S7C17	S7C259360
S19C18	S19C356837
S14C19	S14C17135
S19C20	S19C516122
S19C20	S19C592435
S19C20	S19C597148
S19C20	S19C619238
S19C20	S19C323009
S19C20	S19C225683
S19C20	S19C528054
S19C20	S19C324745
S19C20	S19C153573
S19C20	S19C214393
S19C20	S19C611076
S19C20	S19C6985
S19C20	S19C333186
S19C20	S19C79484
S19C20	S19C537280
S19C20	S19C533710
S19C20	S19C638069
S19C20	S19C208704
S19C20	S19C451220
S19C20	S19C272052
S19C20	S19C492889
S19C20	S19C483440
S19C20	S19C196703
S19C20	S19C166142
S19C20	S19C392421
S19C20	S19C575084
S19C20	S19C153703
S19C20	S19C7145
S19C20	S19C179576
S19C20	S19C539344
S19C20	S19C543393
S19C20	S19C645244
S19C20	S19C646747
S19C20	S19C645884
S19C20	S19C293695
S19C20	S19C51010
S19C20	S19C558230
S19C20	S19C448649
S19C20	S19C77404
S19C20	S19C266909
S19C20	S19C546573
S19C20	S19C652886
S19C20	S19C664185
S19C20	S19C574394
S19C20	S19C546920
S19C20	S19C404673
S19C20	S19C391280
S19C20	S19C598141
S19C20	S19C414386
S19C20	S19C428386
S19C20	S19C253173
S19C20	S19C80706
S19C20	S19C140384
S19C20	S19C585865
S19C20	S19C24002
S19C20	S19C94804
S19C20	S19C655649
S19C20	S19C658354
S19C20	S19C260846
S19C20	S19C296941
S19C20	S19C480363
S19C20	S19C240234
S19C20	S19C211457
S19C20	S19C631255
S19C20	S19C622468
S19C20	S19C512284
S19C20	S19C120172
S19C20	S19C112972
S19C20	S19C546050
S19C20	S19C273759
S19C20	S19C658572
S19C20	S19C510513
S19C20	S19C486715
S19C20	S19C589953
S19C20	S19C133341
S19C20	S19C643212
S19C20	S19C336219
S19C20	S19C645552
S19C20	S19C333890
S19C20	S19C363808
S19C20	S19C75330
S19C20	S19C179646
S19C20	S19C498301
S19C20	S19C579438
S19C20	S19C393998
S19C20	S19C183524
S19C20	S19C210858
S19C20	S19C294473
S19C20	S19C607083
S19C20	S19C211899
S19C20	S19C218521
S19C20	S19C337868
S19C20	S19C234737
S19C20	S19C230560
S19C20	S19C253464
S19C20	S19C355176
S19C20	S19C225954
S19C20	S19C272228
S19C20	S19C38337
S19C20	S19C399144
S19C20	S19C389131
S19C20	S19C156038
S19C20	S19C532629
S19C20	S19C156833
S19C20	S19C376487
S19C20	S19C222622
S19C20	S19C387687
S19C20	S19C542588
S19C20	S19C356646
S19C20	S19C418922
S19C20	S19C230663
S19C20	S19C104347
S19C20	S19C295552
S19C20	S19C437813
S19C20	S19C618372
S19C20	S19C366582
S19C20	S19C281346
S19C20	S19C312397
S19C20	S19C172651
S19C20	S19C300226
S19C20	S19C491410
S19C20	S19C288074
S19C20	S19C361633
S19C20	S19C85210
S19C20	S19C144965
S19C20	S19C281964
S19C20	S19C660304
S19C20	S19C415234
S19C20	S19C512771
S19C20	S19C193499
S19C20	S19C123646
S19C20	S19C274813
S19C20	S19C220197
S19C20	S19C471178
S19C20	S19C297924
S19C20	S19C484962
S19C20	S19C545071
S19C20	S19C282022
S19C20	S19C182292
S19C20	S19C405510
S19C20	S19C117898
S19C20	S19C112932
S19C20	S19C66040
S19C20	S19C368614
S19C20	S19C473980
S19C20	S19C342475
S19C20	S19C334093
S19C20	S19C627603
S19C20	S19C85357
S19C20	S19C253628
S19C20	S19C594335
S19C20	S19C577448
S19C20	S19C320836
S19C20	S19C61378
S19C20	S19C280493
S19C20	S19C146866
S19C20	S19C598294
S19C20	S19C92641
S19C20	S19C518219
S19C20	S19C309930
S19C20	S19C367410
S19C20	S19C61408
S19C20	S19C669485
S19C20	S19C126933
S19C20	S19C350085
S19C20	S19C398183
S19C20	S19C395559
S19C20	S19C578185
S19C20	S19C476407
S19C20	S19C421338
S19C20	S19C434939
S19C20	S19C489675
S19C20	S19C406975
S19C20	S19C148564
S19C20	S19C429851
S19C20	S19C390955
S19C20	S19C523875
S19C20	S19C14445
S19C20	S19C146494
S19C20	S19C127702
S19C20	S19C152641
S19C20	S19C352027
S19C20	S19C558334
S19C20	S19C90298
S19C20	S19C640173
S19C20	S19C3379
S19C20	S19C248689
S19C20	S19C558811
S19C20	S19C423243
S19C20	S19C537793
S19C20	S19C39879
S19C20	S19C665800
S19C20	S19C356708
S19C20	S19C160036
S19C20	S19C421334
S19C20	S19C263022
S19C20	S19C183412
S19C20	S19C647776
S19C20	S19C160232
S19C20	S19C389694
S19C20	S19C636145
S19C20	S19C617661
S19C20	S19C41912
S19C20	S19C340542
S19C20	S19C458068
S19C20	S19C37440
S19C20	S19C369785
S19C20	S19C571133
S19C20	S19C373765
S19C20	S19C63786
S19C20	S19C650189
S19C20	S19C27420
S19C20	S19C634649
S19C20	S19C674437
S19C20	S19C81561
S19C20	S19C82367
S19C20	S19C558283
S19C20	S19C265601
S19C20	S19C98216
S19C20	S19C160424
S19C20	S19C618585
S19C20	S19C674582
S19C20	S19C331210
S19C20	S19C154713
S19C20	S19C575351
S19C20	S19C233168
S19C20	S19C473007
S19C20	S19C468719
S19C20	S19C8308
S19C20	S19C147518
S19C20	S19C117248
S19C20	S19C332547
S19C20	S19C299156
S19C20	S19C242819
S19C20	S19C484844
S19C20	S19C472416
S19C20	S19C492784
S19C20	S19C616814
S19C20	S19C250730
S19C20	S19C134248
S19C20	S19C438358
S19C20	S19C107422
S19C20	S19C388564
S19C20	S19C257104
S19C20	S19C75310
S19C20	S19C495882
